City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
307,brumadinho,-20.14,-44.2,69.8,94,90,4.7,BR,1605286812
308,trairi,-3.28,-39.27,88.25,51,12,15.64,BR,1605286824
309,alta floresta,-9.88,-56.09,88.41,51,98,3.67,BR,1605286825
310,sao felix do xingu,-6.64,-51.99,95.11,38,51,3.22,BR,1605286825
311,batagay,67.63,134.63,-12.64,86,87,1.77,RU,1605286825
312,gorontalo,0.54,123.06,75.99,88,22,2.66,ID,1605286825
313,guerrero negro,27.98,-114.06,68.18,59,0,8.59,MX,1605286825
314,bani walid,31.76,13.99,66.02,48,1,9.66,LY,1605286826
315,beaverlodge,55.22,-119.44,12.2,92,20,2.24,CA,1605286826
316,san juan evangelista,17.9,-95.13,80.69,76,47,4.92,MX,1605286826
317,keti bandar,24.14,67.45,77.83,51,0,6.67,PK,1605286826
318,karpathos,35.51,27.21,64.4,72,40,10.29,GR,1605286827
319,pevek,69.7,170.31,8.71,96,99,3.71,RU,1605286827
320,bay-khaak,51.17,94.5,22.86,88,99,2.37,RU,1605286827
321,los andes,-32.83,-70.6,71.01,72,75,2.24,CL,1605286827
322,kunming,25.04,102.72,52.0,70,0,4.47,CN,1605286828
323,darhan,49.49,105.92,30.63,84,4,7.36,MN,1605286828
324,bilibino,68.05,166.44,-10.32,87,92,1.07,RU,1605286828
325,hargeysa,9.56,44.06,65.1,77,32,13.6,SO,1605286828
326,sitka,57.05,-135.33,35.6,93,40,3.36,US,1605286828
327,guarapari,-20.67,-40.5,84.2,62,20,8.05,BR,1605286649
328,khatanga,71.97,102.5,-15.27,90,54,2.48,RU,1605286829
329,deputatskiy,69.3,139.9,-18.63,89,22,1.03,RU,1605286829
330,sisimiut,66.94,-53.67,24.13,95,94,15.97,GL,1605286829
331,road town,18.42,-64.62,84.2,66,20,13.87,VG,1605286774
332,taoudenni,22.68,-3.98,87.4,13,1,8.41,ML,1605286830
333,sorong,-0.88,131.25,80.1,82,33,4.47,ID,1605286830
334,maraa,-1.83,-65.37,86.68,69,99,4.18,BR,1605286830
335,waverley,-25.7,28.26,78.8,34,0,1.12,ZA,1605286830
336,lekoni,-1.58,14.26,73.78,88,100,7.09,GA,1605286831
337,richards bay,-28.78,32.04,70.41,78,0,12.12,ZA,1605286831
338,severnoye,56.35,78.36,20.55,94,94,6.4,RU,1605286831
339,wardha,20.75,78.62,73.4,69,11,3.22,IN,1605286831
340,manaure,11.78,-72.44,85.3,64,60,4.43,CO,1605286832
341,jojoima,7.88,-10.79,88.47,41,0,1.68,SL,1605286832
342,alappuzha,9.49,76.33,78.85,89,100,8.72,IN,1605286832
343,oskarshamn,57.26,16.45,41.0,95,66,1.01,SE,1605286832
344,bocas del toro,9.33,-82.25,73.0,57,3,1.01,PA,1605286833
345,kirksville,40.19,-92.58,35.01,58,1,1.1,US,1605286833
346,urumqi,43.8,87.6,39.2,69,0,2.24,CN,1605286833
347,codajas,-3.84,-62.06,91.78,54,100,4.12,BR,1605286570
348,oga,46.46,10.35,41.0,74,0,8.05,IT,1605286833
349,hofn,64.25,-15.21,41.0,93,90,5.82,IS,1605286834
350,srikakulam,18.3,83.9,76.21,69,0,7.47,IN,1605286834
351,touros,-5.2,-35.46,86.0,58,40,14.99,BR,1605286834
352,amahai,-3.33,128.92,86.0,86,87,1.63,ID,1605286834
353,naron,43.52,-8.15,64.4,68,20,11.41,ES,1605286834
354,kavieng,-2.57,150.8,82.31,73,81,4.81,PG,1605286835
355,laguna,38.42,-121.42,53.01,71,90,8.05,US,1605286835
356,leningradskiy,69.38,178.42,10.81,94,99,14.47,RU,1605286835
357,quatre cocos,-20.21,57.76,75.99,83,20,3.36,MU,1605286836
358,tual,-5.67,132.75,83.77,74,64,6.64,ID,1605286836
359,namibe,-15.2,12.15,72.68,78,35,13.33,AO,1605286542
360,udachnyy,66.42,112.4,8.6,92,90,4.47,RU,1605286836
361,kijang,35.24,129.21,50.0,71,0,4.7,KR,1605286837
362,caucaia,-3.74,-38.65,87.8,58,20,18.34,BR,1605286837
363,brae,60.4,-1.35,50.0,76,20,24.16,GB,1605286837
364,cabedelo,-6.98,-34.83,86.0,62,40,14.99,BR,1605286837
365,polovinnoye,54.79,65.99,21.11,98,75,6.31,RU,1605286838
366,dunnville,42.9,-79.62,48.2,70,95,11.41,CA,1605286822
367,hami,42.8,93.45,37.99,63,84,6.38,CN,1605286838
368,gomel,52.43,30.98,33.8,80,90,8.95,BY,1605286838
369,siuna,13.73,-84.78,88.03,49,6,3.98,NI,1605286838
370,korla,41.76,86.15,42.93,51,91,9.37,CN,1605286838
371,shimanovsk,52.0,127.7,21.49,93,21,5.59,RU,1605286839
372,suoyarvi,62.08,32.35,31.39,98,7,3.89,RU,1605286839
373,coaticook,45.13,-71.8,35.6,80,100,6.93,CA,1605286839
374,samoded,63.61,40.51,35.65,95,100,4.92,RU,1605286839
375,kimbe,-5.55,150.14,75.79,87,96,2.68,PG,1605286840
376,victoria,22.29,114.16,73.99,70,90,16.87,HK,1605286749
377,labytnangi,66.66,66.42,-3.91,89,0,1.39,RU,1605286840
378,nurobod,40.91,69.8,41.0,65,75,9.17,UZ,1605286840
379,haines junction,60.75,-137.51,12.2,92,100,1.12,CA,1605286841
380,caravelas,-17.71,-39.25,83.55,62,50,12.44,BR,1605286841
381,maneromango,-7.2,38.78,80.6,83,40,5.82,TZ,1605286841
382,apartado,7.88,-76.63,87.21,60,26,6.8,CO,1605286841
383,cairns,-16.92,145.77,73.4,83,97,1.12,AU,1605286841
384,isangel,-19.55,169.27,74.25,82,16,5.77,VU,1605286842
